Numero_Requerimento;Rito_Requerimento;Numero_Processo;Data_requerimento;Data_Registro;Data_Encerramento;Status_Requerimento;Valor_Mobiliario;Tipo_requerimento;Bookbuilding;CNPJ_Emissor;Nome_Emissor;CNPJ_Lider;Nome_Lider;Grupo_Coordenador;Tipo_Oferta;Emissao;Qtde_Total_Registrada;Valor_Total_Registrado;Oferta_inicial;Oferta_vasos_comunicantes;Publico_alvo;Reabertura_serie;Titulo_classificado_como_sustentavel;Titulo_padronizado;Destinacao_recursos;Data_deliberacao_aprovou_oferta;Mercado_negociacao;Tipo_lastro;Regime_fiduciario;Ativos_alvo;Descricao_garantias;Descricao_lastro;Identificacao_devedores_coobrigados;Possibilidade_revolvencia;FIDC_nao_padronizado;Titulo_incentivado;Regime_distribuicao;Tipo_societario;Administrador;Gestor;Agente_fiduciario;Escriturador;Custodiante;Avaliador_Risco;Processo_SEI;Endereco_emissor_rede_mundial_computadores;Num_Invest_Pessoa_Natural;Qtde_VM_Pessoa_Natural;Num_Invest_Clube_Investimento;Qtde_VM_Clube_Investimento;Num_Invest_Fundos_Investimento;Qtde_VM_Fundos_Investimento;Num_Invest_Entidade_Previdencia_Privada;Qtde_VM_Entidade_Previdencia_Privada;Num_Invest_Companhia_Seguradora;Qtde_VM_Companhia_Seguradora;Num_Invest_Investidor_Estrangeiro;Qtde_VM_Investidor_Estrangeiro;Num_Invest_Instit_Intermed_Partic_Consorcio_Distrib;Qtde_VM_Instit_Intermed_Partic_Consorcio_Distrib;Num_Invest_Instit_Financ_Emissora_Partic_Consorcio;Qtde_VM_Instit_Financ_Emissora_Partic_Consorcio;Num_Invest_Demais_Instit_Financ;Qtde_VM_Demais_Instit_Financ;Num_Invest_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Qtde_VM_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Num_Invest_Demais_Pessoa_Juridica;Qtde_VM_Demais_Pessoa_Juridica;Num_Invest_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio;Qdte_VM_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio
3217;Automático;SRE/2271/2023;2023-10-06;2023-10-06;2023-10-11;Oferta Encerrada;Debêntures;OPD Aut Profissional - sem bookbuilding;N;42.310.775/0001-03;ÁGUAS DO RIO 1 SPE S.A.;33.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES;COORDENADOR PLENO;PRIMARIA;3;795000;795000000.0;;;Profissional;N;S;N;Os recursos captados pela Emissora por meio da Emissão serão utilizados para o pagamento futuro ou reembolso de gastos, despesas ou dívidas relacionadas aos investimentos para a ampliação e melhorias no sistema de abastecimento de água, bem como para a implantação, ampliação e melhorias do sistema de esgotamento sanitário nos municípios atendidos pela Emissora, nos termos do quadro previsto na Escritura de Emissão.;28/09/2023;B3 S.A. - Brasil, Bolsa, Balcão - Balcão B3;;;;;;;;;S;Melhores Esforços;;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A., instituição financeira autorizada a funcionar pelo Banco Central do Brasil, com sede na cidade do Rio de Janeiro, estado do Rio de Janeiro, na Avenida das Américas, nº 3434, Bloco 07, Sala 201, Barra da Tijuca, CEP 22.640-102, inscrita no CNPJ sob o nº 36.113.876/0001-91;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;Será contratada agência de classificação de risco, sendo que o primeiro relatório deverá ser elaborado até 30 de novembro de 2023.;;[20:03] Ravel Carvalho | Stocche Forbes Advogadoshttps://ri.aegea.com.br/debentures-companhias-abertas/aguas-do-rio/;0;0;0;0;0;0;0;0;0;0;0;0;1;795000;0;0;0;0;0;0;0;0;0;0
3218;Automático;SRE/2273/2023;2023-10-06;2023-10-06;2023-10-17;Oferta Encerrada;Debêntures;OPD Aut Profissional - sem bookbuilding - Emissor Não Registrado;N;35.588.161/0001-22;CONCESSIONÁRIA LINHA UNIVERSIDADE S.A.;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;COORDENADOR PLENO;PRIMARIA;5;500000;500000000.0;;;Profissional;;N;;Exclusivamente para o financiamento, pagamento futuro ou reembolso de gastos e despesas e/ou amortização de financiamentos implementação e exploração do Projeto, pela Emissora, considerado como prioritário pelo MDR de acordo com a Portaria, assim como para o pagamento de taxas e despesas em relação aos custos do Projeto, desde que tais gastos e despesas a serem reembolsados e/ou financiamentos a serem amortizados tenham sido incorridos no prazo igual ou inferior a 24 meses data de encerramento da Oferta.;29/09/2023;MDA e CETIP21;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;;"Pelo menos uma das seguintes agências de classificação, sendo elas, a Standard & Poor's, a Fitch Ratings ou a Moody's (""Agências de Classificação de Risco""), deverá atribuir rating nacional de longo prazo para as Debêntures em até 1 (um) ano contado da Data de Operação Comercial (""Rating"").";;;0;0;0;0;1;500000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3219;Automático;SRE/2272/2023;2023-10-06;2023-10-06;2023-10-11;Oferta Encerrada;Debêntures;OPD Aut Profissional - sem bookbuilding;N;42.644.220/0001-06;ÁGUAS DO RIO 4 SPE S.A.;33.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES;COORDENADOR PLENO;PRIMARIA;3;1270000;1270000000.0;;;Profissional;N;S;N;Os recursos captados pela Emissora por meio da Emissão serão utilizados para o pagamento futuro ou reembolso de gastos, despesas ou dívidas relacionadas aos investimentos para a ampliação e melhorias no sistema de abastecimento de água, bem como para a implantação, ampliação e melhorias do sistema de esgotamento sanitário nos municípios atendidos pela Emissora, nos termos da Escritura de Emissão.;28/09/2023;B3 S.A. - Brasil, Bolsa, Balcão - Balcão B3;;;;;;;;;S;Melhores Esforços;;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A., instituição financeira autorizada a funcionar pelo Banco Central do Brasil, com sede na Cidade do Rio de Janeiro, Estado do Rio de Janeiro, na Avenida das Américas, nº 3434, Bloco 07, Sala 201, Barra da Tijuca, CEP 22.640-102, inscrita no CNPJ sob o nº 36.113.876/0001-91;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;Será contratada agência de classificação de risco, sendo que o primeiro relatório deverá ser elaborado até 30 de novembro de 2023.;;https://ri.aegea.com.br/;0;0;0;0;0;0;0;0;0;0;0;0;1;1270000;0;0;0;0;0;0;0;0;0;0
3222;Automático;SRE/2275/2023;2023-10-06;2023-10-11;2023-10-19;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;42.130.537/0001-16;CONCESSIONÁRIA DO BLOCO SUL S.A.;33.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES;COORDENADOR PLENO;PRIMARIA;3;3200000;3200000000.0;;;Profissional;;N;;A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada, nos termos do artigo 2º, parágrafo 1º, da Lei 12.431, e do Decreto 8.874, (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta e (ii) a novos investimentos, todos relacionados ao Projeto, conforme detalhado na Escritura de Emissão;29/09/2023;CETIP21 - Títulos e Valores Mobiliários;;;;;;;;;S;Melhores Esforços;SA capital fechado;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A. instituição financeira com filial na Rua Joaquim Floriano, nº 1052, sala 132, 13º andar, Cidade de São Paulo, Estado de São Paulo, inscrita no CNPJ/MF sob o nº 36.113.876/0004-34;Banco Bradesco S.A.;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;3200000;0;0;0;0;0;0;0;0;0;0
3245;Automático;SRE/2298/2023;2023-10-11;2023-11-01;2023-11-07;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;12.091.809/0001-55;3R PETROLEUM OLÉO E GÁS S.A.;46.482.072/0001-13;BTG PACTUAL INVESTMENT BANKING LTDA.;COORDENADOR PLENO;PRIMARIA;3;1000000;1000000000.0;;;Profissional;N;N;N;Nos termos do artigo 2°, parágrafo 1°, da Lei 12.431, do Decreto 8.874, da Resolução CMN 4.751, da Resolução CMN 5.034 e das Portarias, os recursos líquidos obtidos pela Emissora com a Emissão das Debêntures serão utilizados exclusivamente, para (i) reembolso de gastos ou despesas relacionadas à implantação do Projeto, ocorridas nos 24 (vinte e quatro) meses imediatamente anteriores à data de encerramento da Oferta e/ou (ii) pagamento futuro de gastos e/ou despesas a serem incorridos a partir da Data de Emissão e relacionados ao Projeto, nos termos da Lei 12.431.;10/10/2023;CETIP21;;;;;;;;;S;Garantia Firme de Colocação;;;;Vórtx Distribuidora de Títulos e Valores Mobiliários Ltda.;Vórtx Distribuidora de Títulos e Valores Mobiliários Ltda.;;;;;415;59942;0;0;34;110900;0;0;0;0;1;10000;0;0;4;815197;1;3500;0;0;4;461;0;0
3257;Automático;SRE/2309/2023;2023-10-11;2023-10-17;2023-10-20;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;42.206.269/0001-79;CONCESSIONÁRIA DO BLOCO CENTRAL S.A.;33.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES;COORDENADOR PLENO;PRIMARIA;3;800000;800000000.0;;;Profissional;;N;;A totalidade dos Recursos Líquidos captados por meio da Oferta será destinada, nos termos do artigo 2º, parágrafo 1º, da Lei 12.431, e do Decreto 8.874, (i) no reembolso de gastos, despesas e dívidas ocorridas nos 24 (vinte e quatro) meses anteriores à data de encerramento da Oferta e (ii) a novos investimentos, todos relacionados ao Projeto, conforme detalhado na Escritura de Emissão;29/09/2023;CETIP21 - Títulos e Valores Mobiliários;;;;;;;;;S;Melhores Esforços;SA capital fechado;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A. instituição financeira com filial na Rua Joaquim Floriano, nº 1052, sala 132, 13º andar, Cidade de São Paulo, Estado de São Paulo, inscrita no CNPJ/MF sob o nº 36.113.876/0004-34;Banco Bradesco S.A.;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;800000;0;0;0;0;0;0;0;0;0;0
3268;Automático;SRE/2321/2023;2023-10-16;2023-11-01;2023-11-09;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;08.873.873/0001-10;ECORODOVIAS CONCESSÕES E SERVIÇOS S/A;46.482.072/0001-13;BTG PACTUAL INVESTMENT BANKING LTDA.;COORDENADOR PLENO;PRIMARIA;13;1000000;1000000000.0;;S;Profissional;N;N;N;(i) Das Debêntures da 1 Série, da 2 Série e da 3 Série serão destinados ao refinanciamento de dívidas da Companhia e ao reforço de capital de giro da Companhia e (ii) das Debêntures da 4 Série serão destinados, nos termos do artigo 2º, parágrafos 1º e 1º-A, da Lei 12.431 e do Decreto 8.874, da Resolução CMN 5.034 e da Portaria, exclusivamente e integralmente no reembolso de gastos ou despesas do Projeto que ocorreram em prazo igual ou inferior a 24 meses contados da data de encerramento da Oferta e na realização de investimentos futuros relacionados à implantação do Projeto.;11/10/2023;CETIP21 - Títulos e Valores Mobiliários;;;;;;;;;S;Garantia Firme de Colocação;;;;Pentágono S.A. Distribuidora de Títulos e Valores Mobiliários;Itaú Corretora de Valores S.A.;;;;;69;21160;0;0;250;750286;0;0;0;0;0;0;3;198067;2;30486;0;0;0;0;1;1;0;0
3272;Automático;SRE/2323/2023;2023-10-16;2023-11-07;2023-11-09;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;92.715.812/0001-31;CIA ESTADUAL DE GERACAO E TRANSMISSAO DE ENERGIA ELETRICA;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;10;450000;450000000.0;;S;Profissional;N;N;N;"(i) o pagamento futuro de gastos, despesas e/ou dívidas a serem incorridas a partir da data de integralização da Oferta e relacionados ao projeto descrito na Cláusula 3.2.2 da Escritura de Emissão (""Projeto de Investimento""), nos termos da Lei 12.431 e/ou (ii) reembolso de gastos, despesas e/ou dívidas relacionadas ao Projeto de Investimento ocorrido em prazo igual ou inferior a 24 (vinte e quatro) meses contados da divulgação do Anúncio de Encerramento";11/10/2023;CETIP21 - Títulos e Valores Mobiliários;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Unibanco S.A.;;n.a.;;https://ri.cpfl.com.br/;0;0;0;0;0;0;0;0;0;0;0;0;1;150000;3;300000;0;0;0;0;0;0;0;0
3273;Automático;SRE/2324/2023;2023-10-16;2023-11-07;2023-11-09;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;02.016.440/0001-62;RGE SUL DISTRIBUIDORA DE ENERGIA S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;15;250000;250000000.0;;S;Profissional;N;N;N;"(i) o pagamento futuro de gastos, despesas e/ou dívidas a serem incorridas a partir da data de integralização da Oferta e relacionados ao projeto descrito na Cláusula 3.2.2 da Escritura de Emissão (""Projeto de Investimento""), nos termos da Lei 12.431 e/ou (ii) reembolso de gastos, despesas e/ou dívidas relacionadas ao Projeto de Investimento ocorrido em prazo igual ou inferior a 24 (vinte e quatro) meses contados da divulgação do Anúncio de Encerramento";11/10/2023;CETIP21 - Títulos e Valores Mobiliários;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Unibanco S.A.;;n.a.;;https://ri.cpfl.com.br/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;250000;0;0;0;0;0;0;0;0
3274;Automático;SRE/2325/2023;2023-10-16;2023-11-07;2023-11-09;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;33.050.196/0001-88;COMPANHIA PAULISTA DE FORCA LUZ - CPFL;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;13;750000;750000000.0;;S;Profissional;N;N;N;"(i) o pagamento futuro de gastos, despesas e/ou dívidas a serem incorridas a partir da data de integralização da Oferta e relacionados ao projeto descrito na Cláusula 3.2.2 da Escritura de Emissão (""Projeto de Investimento""), nos termos da Lei 12.431 e/ou (ii) reembolso de gastos, despesas e/ou dívidas relacionadas ao Projeto de Investimento ocorrido em prazo igual ou inferior a 24 (vinte e quatro) meses contados da divulgação do Anúncio de Encerramento";11/10/2023;CETIP21 - Títulos e Valores Mobiliários;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Unibanco S.A.;;na.;;https://ri.cpfl.com.br/;235;63935;0;0;38;55970;0;0;0;0;0;0;1;330;2;629313;0;0;0;0;4;452;0;0
3275;Automático;SRE/2326/2023;2023-10-16;2023-11-07;2023-11-09;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;04.172.213/0001-51;CIA PIRATININGA DE FORÇA E LUZ;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;15;300000;300000000.0;;S;Profissional;N;N;N;"(i) o pagamento futuro de gastos, despesas e/ou dívidas a serem incorridas a partir da data de integralização da Oferta e relacionados ao projeto descrito na Cláusula 3.2.2 da Escritura de Emissão (""Projeto de Investimento""), nos termos da Lei 12.431 e/ou (ii) reembolso de gastos, despesas e/ou dívidas relacionadas ao Projeto de Investimento ocorrido em prazo igual ou inferior a 24 (vinte e quatro) meses contados da divulgação do Anúncio de Encerramento";11/10/2023;CETIP21 - Títulos e Valores Mobiliários;;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Unibanco S.A.;;n.a.;;https://ri.cpfl.com.br/;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;300000;0;0;0;0;0;0;0;0
3322;Automático;SRE/2368/2023;2023-10-20;2023-11-23;2023-11-27;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;08.336.783/0001-90;Celesc Distribuição S.A.;28.195.667/0001-06;BANCO ABC BRASIL S/A;COORDENADOR PLENO;PRIMARIA;6;800000;800000000.0;;;Profissional;;N;;(i)das Debêntures da Primeira Série serão destinados a investimentos e reforço de caixa e(ii)das Debêntures da Segunda Série serão destinados, nos termos do artigo 2º da Lei 12.431 e do Decreto 8.874, da Resolução CMN 5.034 e da Portaria, exclusivamente e integralmente no reembolso de gastos ou despesas do Projeto (conforme definido na Escritura de Emissão) que ocorreram em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de encerramento da Oferta e na realização de investimentos futuros relacionados à implantação do Projeto;19/10/2023;CETIP21;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;Fitch Ratings;;;54;9125;0;3700;106;380444;0;0;1;299;0;0;3;290006;1;96669;1;13646;0;0;3;9811;0;0
3326;Automático;SRE/2382/2023;2023-10-23;2023-11-23;2023-11-24;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;12.009.135/0001-05;ALIANÇA GERAÇÃO DE ENERGIA S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;6;340000;340000000.0;;;Profissional;;S;;Os recursos captados pela Emissora por meio da Emissão das Debêntures serão utilizados exclusivamente para o financiamento e reembolso de gastos e/ou despesas, direta ou indiretamente, relacionados ao Projeto Acauã, no período igual ou inferior a 24 (vinte e quatro) meses antes do encerramento da Oferta Pública. O projeto tem volume aproximado de R$ 787 milhões, sendo que aproximadamente 43% dos recursos necessários ao projeto virão da emissão de Debêntures.;18/10/2023;B3 S.A. - BRASIL, BOLSA, BALCÃO;;;;;;;;;S;Garantia Firme de Colocação;SA capital fechado;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA., CNPJ 22.610.500/0001-88;Itaú Corretora de Valores S.A., CNPJ 61.194.353/0001-64;;;;;363;174939;0;0;0;0;0;0;0;0;0;0;0;0;1;165061;0;0;0;0;0;0;0;0
3376;Automático;SRE/2404/2023;2023-10-09;2023-10-25;2023-11-08;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;01.543.032/0001-04;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;4;1200000;1200000000.0;;;Profissional;N;N;N;2ª e 3ª Séries: pagamento futuro ou no reembolso de gastos, despesas ou dívidas relacionadas a projeto, nos termos da Lei 12.431.;09/10/2023;"Negociação no mercado secundário por meio do CETIP21 - Títulos e Valores Mobiliários (""CETIP21""), administrado e operacionalizado pela B3, sendo as negociações liquidadas financeiramente e as Debêntures custodiadas eletronicamente na B3";;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Corretora de Valores S.A.;;S&P Global Ratings;;https://ri.equatorialenergia.com.br/pt-br/divulgacao-e-resultados/central-de-resultados/;152;137543;0;0;186;1842592772;0;0;0;0;0;0;6;149485;6;586345;5;10394399;0;0;2;249313;0;0
3420;Automático;SRE/2438/2023;2023-10-26;2023-11-09;2023-11-13;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding - Emissor Não Registrado;S;44.109.598/0001-27;(1)CONCESSIONÁRIA DE SANEAMENTO DO AMAPÁ SPE S.A;33.657.248/0001-89;BANCO NACIONAL DE DESENVOLVIMENTO ECONÔMICO E SOCIAL - BNDES;COORDENADOR PLENO;PRIMARIA;2;955000;955000000.0;;;Profissional;;S;;Pagamento futuro ou reembolso de gastos, despesas ou dívidas relacionadas ao Projeto efetuadas em prazo igual ou inferior a 24 (vinte e quatro) meses contados da data de divulgação do Anúncio de Encerramento, sendo Projeto a ampliação e melhorias no Sistema de Abastecimento de Água e no Sistema de Esgotamento Sanitário de Macapá/AP e pagamento de outorga referente ao contrato de concessão para prestação regionalizada dos serviços públicos de abastecimento de água e de esgotamento sanitário dos municípios do Estado do Amapá.;25/10/2023;CETIP21 - Títulos e Valores Mobiliários;;;;;;;;;S;Melhores Esforços;SA capital fechado;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS, instituição financeira, neste ato por sua filial localizada na Cidade de São Paulo, Estado de São Paulo, na Avenida Brigadeiro Faria Lima, nº 2.954, 10º andar, conjunto 101, bairro Jardim Paulistano, CEP 01.451-000, inscrita no CNPJ sob o nº 17.343.682/0003-08;Itaú Corretora de Valores S.A. instituição financeira com sede na Cidade de São Paulo, Estado de São Paulo, na Avenida Brigadeiro Faria Lima, nº 3.500, 3º andar, parte, Itaim Bibi, CEP 04.538-132, inscrita no CNPJ sob o nº 61.194.353/0001-64;;S&P;;;0;0;0;0;0;0;0;0;0;0;0;0;1;955000;0;0;0;0;0;0;0;0;0;0
3440;Automático;SRE/2472/2023;2023-10-31;2023-12-01;2023-12-06;Oferta Encerrada;Debêntures;OPD Aut Público em Geral ou Qualificado - com bookbuilding;S;42.292.007/0001-74;RIO+ SANEAMENTO BL 3 S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;2;2500000;2500000000.0;;;Qualificado;N;S;N;(i) em relação às Debêntures da 1ª Série, para o pagamento futuro e/ou reembolso de gastos, despesas, outorgas e/ou dívidas relacionados à implantação do projeto de investimento nos municípios do Rio de Janeiro (AP-5), Itaguaí e Seropédica e (ii) em relação às Debêntures da 2ª Série, para o pagamento e/ou o reembolso de parcelas de outorga no âmbito do Contrato de Concessão, em qualquer caso, desde que o pagamento dos referidos gastos, despesas e/ou dívidas passíveis de reembolso tenham ocorrido em prazo igual ou inferior a 24 (vinte e quatro) meses da data de encerramento da Oferta;30/10/2023;As Debêntures serão depositadas para: (i) distribuição no mercado primário, por meio do MDA  e (ii) negociação no mercado secundário, por meio do CETIP21;;;;;;;;;S;Garantia Firme de Colocação;;;;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;Itaú Corretora de Valores S.A.;;Fitch Ratings;;https://ri.riomaissaneamento.com.br/;2373;208271;0;0;2;6218;0;0;0;0;0;0;3;1453923;3;656428;1;169474;0;0;43;5686;0;0
3445;Automático;SRE/2458/2023;2023-10-31;2023-11-24;2023-11-29;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;25.369.840/0001-57;COMERC PARTICIPAÇÕES S.A.;46.482.072/0001-13;BTG PACTUAL INVESTMENT BANKING LTDA.;COORDENADOR PLENO;PRIMARIA;4;900000;900000000.0;;;Profissional;N;N;N;Os Recursos Líquidos  captados pela Emissora por meio da integralização das Debêntures serão utilizados, única e exclusivamente, para investimentos, pagamento futuro ou reembolso de gastos, despesas ou dívidas, incorridos no período de 24 (vinte e quatro) meses que antecedem a data de encerramento da Oferta, relacionados aos Projetos da Emissão (conforme definidos na Escritura de Emissão);30/10/2023;b3;;;;;;;;;S;Garantia Firme de Colocação;;;;Vórtx Distribuidora de Títulos e Valores Mobiliários Ltda.;Vórtx Distribuidora de Títulos e Valores Mobiliários Ltda.;;;;;212;73619;0;0;172;626533;0;0;0;0;0;0;0;0;2;199848;0;0;0;0;0;0;0;0
3519;Automático;SRE/2535/2023;2023-11-09;2023-12-05;2023-12-07;Oferta Encerrada;Debêntures;OPD Aut Público em Geral ou Qualificado - com bookbuilding - EGEM ou EFRF;S;02.474.103/0001-19;ENGIE BRASIL ENERGIA S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;COORDENADOR PLENO;PRIMARIA;11;2500000;2500000000.0;;S;Público Geral;;N;N;Séries Incentivadas: os recursos líquidos captados pela Emissora serão alocados no pagamento de gastos futuros ou reembolso de gastos, despesas ou dívidas relacionadas aos projetos indicados na Escritura de Emissão que ocorreram em prazo igual ou inferior a 24 meses contados do encerramento da Oferta. Cada um dos projetos detalhados na Escritura de Emissão foi considerado prioritário pelo MME, nos termos da Lei 12.431, do Decreto 8.874 e da Resolução CMN 5.034 Séries Institucionais: destinados à formação de capital de giro para financiar a implementação do plano de negócios da Emissora.;06/11/2023;"Negociação no mercado secundário por meio do CETIP21 - Títulos e Valores Mobiliários (""CETIP21""), administrado e operacionalizado pela B3, sendo as negociações liquidadas financeiramente e as Debêntures custodiadas eletronicamente na B3.";;;;;;;;;S;Garantia Firme de Colocação;;;;PENTÁGONO S.A. DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;Itaú Unibanco S.A.;;Fitch Ratings;;https://www.engie.com.br/investidores/;1851;198110;0;0;165;1029700;2;2153;0;0;0;0;3;410578;7;859380;0;0;0;0;5;29;1;50
3549;Automático;SRE/2556/2023;2023-11-10;2023-12-01;2023-12-08;Oferta Encerrada;Debêntures;OPD Aut Profissional - com bookbuilding;S;82.508.433/0001-17;CIA CAT. DE ÁGUAS E SANEAMENTO - CASAN;15.114.366/0001-69;BANCO BOCOM BBM S.A.;COORDENADOR PLENO;PRIMARIA;3;780000;780000000.0;;;Profissional;N;S;N;Destinação de Recursos das Debêntures da Primeira Série: Os recursos líquidos captados pela Emissora por meio das Debêntures da Primeira Série serão utilizados para (i) liquidação antecipada das dívidas elencadas no Anexo I à presente Escritura de Emissão, que deverão ser quitadas na Primeira Data de Integralização e (ii) reforço de caixa da EmissoraDestinação de Recursos das Debêntures da Segunda Série: Pagamento futuro e reembolso relacionado aos investimentos nos termos do projeto de Portaria MCID nº 104/2023;07/11/2023;Negociação no mercado secundário por meio do CETIP21 - Títulos e Valores Mobiliários, administrado e operacionalizado pela B3;;;;;;;;;S;Misto;;;;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;OLIVEIRA TRUST DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.;;;;https://ri.casan.com.br/;157;21769;0;0;134;289664;0;0;0;0;0;0;3;241671;2;106437;1;120000;1;459;0;0;0;0
